time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-10-05T15:51:40.180Z,35.95,-117.4678333,3.13,1.5,ml,17,97,0.1091,0.14,ci,ci39653192,2020-10-05T20:08:10.691Z,"21km NNW of Searles Valley, CA",earthquake,0.29,0.92,0.157,22,reviewed,ci,ci
2020-10-05T15:45:57.830Z,33.182,-115.6521667,5.11,1.88,ml,22,89,0.02485,0.22,ci,ci39653184,2020-10-05T15:49:53.554Z,"14km WSW of Niland, CA",earthquake,0.47,0.68,0.162,29,automatic,ci,ci
2020-10-05T15:33:08.230Z,39.3626671,-123.2610016,1.78,1.83,md,15,108,0.07596,0.08,nc,nc73466921,2020-10-05T16:10:05.680Z,"10km ESE of Willits, CA",earthquake,0.3,2.06,0.08,13,automatic,nc,nc
2020-10-05T15:31:02.379Z,36.5255,-98.99016667,8.07,0.85,ml,17,143,0.04769064147,0.09,ok,ok2020tpco,2020-10-06T15:48:54.813Z,"9 km NNE of Quinlan, Oklahoma",earthquake,,0.4,0.19,5,reviewed,ok,ok
2020-10-05T15:30:20.230Z,36.51983333,-98.99266667,7.98,1.02,ml,20,152,0.04859046489,0.09,ok,ok2020tpcn,2020-10-06T15:47:45.721Z,"8 km NNE of Quinlan, Oklahoma",earthquake,,0.3,0.19,4,reviewed,ok,ok
2020-10-05T15:27:16.370Z,38.1433,-117.9757,11,1.3,ml,12,121.21,0.017,0.08,nn,nn00777219,2020-10-05T15:50:12.887Z,"29 km SSE of Mina, Nevada",earthquake,,0.9,,,automatic,nn,nn
2020-10-05T15:19:42.040Z,17.927,-67.0573,12,2.51,md,12,246,0.0444,0.1,pr,pr2020279009,2020-10-05T15:32:30.117Z,"5 km SSW of La Parguera, Puerto Rico",earthquake,0.6,0.25,0.26,10,reviewed,pr,pr
2020-10-05T15:16:34.270Z,37.6338333,-118.884,0.33,0.08,md,5,212,0.01687,0.02,nc,nc73466916,2020-10-05T17:55:47.726Z,"8km E of Mammoth Lakes, CA",earthquake,1.27,1.98,0.233,4,reviewed,nc,nc
2020-10-05T15:13:05.760Z,38.1597,-117.9737,10.2,0.5,ml,11,98.08,0.02,0.03,nn,nn00777218,2020-10-05T15:28:13.154Z,"28 km SSE of Mina, Nevada",earthquake,,3.6,,,automatic,nn,nn
2020-10-05T15:11:39.385Z,61.4565,-151.5102,71,1.9,ml,,,,0.73,ak,ak020ctnxrrz,2020-10-05T15:16:13.961Z,"41 km NNW of Beluga, Alaska",earthquake,,0.7,,,automatic,ak,ak
2020-10-05T15:01:39.600Z,38.8260002,-122.7631683,1.9,0.82,md,9,131,0.006905,0.01,nc,nc73466911,2020-10-05T15:44:04.504Z,"4km W of Cobb, CA",earthquake,0.41,0.67,0.08,2,automatic,nc,nc
2020-10-05T14:54:28.890Z,33.9618333,-116.9276667,13.73,0.85,ml,26,70,0.08763,0.34,ci,ci39653176,2020-10-05T14:58:05.844Z,"6km NE of Beaumont, CA",earthquake,0.51,1.36,0.186,23,automatic,ci,ci
2020-10-05T14:51:36.530Z,35.706,-117.5811667,7.42,0.45,ml,11,110,0.1103,0.13,ci,ci39653160,2020-10-05T18:50:26.259Z,"13km NE of Ridgecrest, CA",earthquake,0.31,1.16,0.161,5,reviewed,ci,ci
2020-10-05T14:49:17.090Z,36.0431667,-117.6376667,0.54,-0.23,ml,7,120,0.09562,0.14,ci,ci39653168,2020-10-05T16:33:58.780Z,"27km ENE of Little Lake, CA",earthquake,0.35,0.81,0.127,3,reviewed,ci,ci
2020-10-05T14:46:34.610Z,38.1933,-117.7647,12.3,1.5,ml,22,70.8,0.046,0.07,nn,nn00777215,2020-10-05T15:15:16.095Z,"37 km SE of Mina, Nevada",earthquake,,1.1,,,automatic,nn,nn
2020-10-05T14:41:01.890Z,52.2886666666667,-174.082666666667,12.56,0.58,ml,5,196,,0.24,av,av91008473,2020-10-06T22:41:12.800Z,"13 km NE of Atka, Alaska",earthquake,1.41,1.53,0.224799578199479,5,reviewed,av,av
2020-10-05T14:39:21.350Z,35.8198333,-117.6445,7.09,0.88,ml,14,69,0.03841,0.15,ci,ci39653144,2020-10-05T14:42:57.103Z,"22km N of Ridgecrest, CA",earthquake,0.32,0.53,0.103,11,automatic,ci,ci
2020-10-05T14:23:33.856Z,63.5456,-147.4625,6.4,1.9,ml,,,,0.54,ak,ak020ctnewbt,2020-10-05T14:41:49.898Z,"74 km ESE of McKinley Park, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-10-05T14:13:04.900Z,35.8961667,-117.7401667,8.99,0.72,ml,11,73,0.08234,0.25,ci,ci39653120,2020-10-05T14:16:50.956Z,"16km ESE of Little Lake, CA",earthquake,0.68,1.78,0.139,12,automatic,ci,ci
2020-10-05T14:08:14.800Z,44.1366667,-115.0705,6.92,2.52,ml,10,78,0.265,0.12,mb,mb80466944,2020-10-05T23:22:24.320Z,"13 km SW of Stanley, Idaho",earthquake,0.36,1.12,0.21,10,reviewed,mb,mb
2020-10-05T14:04:59.880Z,18.0245,-66.7966,16,2.74,md,12,129,0.0962,0.2,pr,pr2020279008,2020-10-05T14:27:21.763Z,"0 km NW of Guayanilla, Puerto Rico",earthquake,0.53,0.82,0.03,4,reviewed,pr,pr
2020-10-05T14:01:17.043Z,39.4728,141.9102,64.42,4.7,mb,,97,1.466,0.35,us,us6000c5pr,2020-10-05T17:08:47.040Z,"3 km W of Yamada, Japan",earthquake,8.7,7.9,0.12,21,reviewed,us,us
2020-10-05T13:54:43.080Z,37.4966667,-118.8356667,3.81,1.01,md,23,124,0.09334,0.04,nc,nc73466901,2020-10-06T19:00:09.587Z,"16km WSW of Toms Place, CA",earthquake,0.42,1.18,0.171,20,reviewed,nc,nc
2020-10-05T13:48:43.940Z,38.1563,-117.9983,3.1,1,ml,13,108.89,0.031,0.11,nn,nn00777212,2020-10-05T13:53:13.477Z,"27 km SSE of Mina, Nevada",earthquake,,2.3,,,automatic,nn,nn
2020-10-05T13:46:07.685Z,68.5237,-147.0969,0,1.8,ml,,,,0.84,ak,ak020ctmyc69,2020-10-05T13:51:24.184Z,"78 km NW of Arctic Village, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-10-05T13:46:06.240Z,36.0701667,-118.002,1.61,2.06,ml,28,68,0.1098,0.17,ci,ci39653112,2020-10-05T13:56:33.920Z,"6km WNW of Coso Junction, CA",earthquake,0.27,0.59,0.23,25,automatic,ci,ci
2020-10-05T13:42:41.670Z,19.2229995727539,-155.382659912109,31.1700000762939,2.07999992,md,50,154,,0.119999997,hv,hv72167396,2020-10-05T13:46:05.250Z,"10 km ENE of Pāhala, Hawaii",earthquake,0.49,0.639999986,1.03999996,15,automatic,hv,hv
2020-10-05T13:40:21.070Z,35.8641667,-117.687,6.04,0.61,ml,10,80,0.08416,0.17,ci,ci39653104,2020-10-05T13:44:44.453Z,"21km ESE of Little Lake, CA",earthquake,0.39,1.26,0.196,7,automatic,ci,ci
2020-10-05T13:28:06.488Z,68.5325,-147.0971,0,2,ml,,,,0.95,ak,ak020ctmuh6w,2020-10-05T13:49:43.742Z,"78 km NW of Arctic Village, Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-10-05T13:23:52.520Z,38.1685,-117.9758,2.9,1.2,ml,13,115.34,0.022,0.05,nn,nn00777206,2020-10-05T13:47:14.193Z,"27 km SSE of Mina, Nevada",earthquake,,0.7,,,automatic,nn,nn
2020-10-05T13:23:34.710Z,38.8216667,-122.841835,2.17,0.57,md,13,81,0.005509,0.01,nc,nc73466881,2020-10-05T13:38:04.666Z,"9km WNW of The Geysers, CA",earthquake,0.27,0.74,,1,automatic,nc,nc
2020-10-05T13:18:54.130Z,35.8718333,-117.7166667,10.05,0.58,ml,11,69,0.0743,0.05,ci,ci39653072,2020-10-05T14:07:42.311Z,"19km ESE of Little Lake, CA",earthquake,0.19,0.6,0.102,5,reviewed,ci,ci
2020-10-05T13:12:05.530Z,62.9873,-150.7325,106.8,1.7,ml,,,,0.56,ak,ak020ctmr1l3,2020-10-05T13:18:20.018Z,"54 km N of Petersville, Alaska",earthquake,,1,,,automatic,ak,ak
2020-10-05T13:05:04.490Z,36.52533333,-98.9895,7.77,0.71,ml,19,143,0.04859046489,0.06,ok,ok2020toxt,2020-10-06T18:18:53.469Z,"9 km NNE of Quinlan, Oklahoma",earthquake,,0.2,0.21,4,reviewed,ok,ok
2020-10-05T13:03:34.158Z,-15.6294,167.8695,120.29,5.1,mb,,91,0.667,0.65,us,us6000c5p7,2020-10-05T17:06:46.040Z,"69 km NE of Norsup, Vanuatu",earthquake,8.2,3.9,0.072,62,reviewed,us,us
2020-10-05T12:59:53.610Z,38.165,-117.9823,3.2,0.7,ml,11,151.26,0.031,0.1,nn,nn00777204,2020-10-05T13:24:32.620Z,"27 km SSE of Mina, Nevada",earthquake,,1.8,,,automatic,nn,nn
2020-10-05T12:46:17.620Z,53.866,-166.735333333333,7.41,0.72,ml,6,128,,0.1,av,av91008223,2020-10-05T18:31:02.290Z,"12 km WSW of Dutch Harbor, Alaska",earthquake,0.38,0.44,0.206681988369804,6,reviewed,av,av
2020-10-05T12:45:45.490Z,53.8665,-166.734,7.33,0.99,ml,6,129,,0.09,av,av91129976,2020-10-05T18:28:56.810Z,"Fox Islands, Aleutian Islands, Alaska",earthquake,0.34,0.41,0.275811880778969,6,reviewed,av,av
2020-10-05T12:44:12.970Z,35.6871667,-117.5115,10.43,1.07,ml,17,159,0.1082,0.16,ci,ci39653064,2020-10-05T14:08:15.402Z,"13km SW of Searles Valley, CA",earthquake,0.42,0.92,0.17,13,reviewed,ci,ci
2020-10-05T12:32:49.103Z,64.4224,-153.1462,1.2,1.7,ml,,,,0.68,ak,ak020ctm9zqm,2020-10-05T12:45:16.032Z,"72 km NW of Lake Minchumina, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-10-05T12:32:34.580Z,33.1833333,-115.6376667,7.13,1.37,ml,14,135,0.01266,0.21,ci,ci39653056,2020-10-05T12:36:21.494Z,"13km WSW of Niland, CA",earthquake,0.59,0.82,0.317,20,automatic,ci,ci
2020-10-05T12:30:18.950Z,19.3746666666667,-155.220833333333,1.92,2.07,ml,35,95,,0.12,hv,hv72167351,2020-10-06T02:04:50.160Z,"7 km S of Volcano, Hawaii",earthquake,0.26,0.22,0.137101324534163,13,reviewed,hv,hv
2020-10-05T12:25:23.650Z,35.6531667,-117.4078333,6.83,0.57,ml,9,182,0.07992,0.17,ci,ci39653048,2020-10-05T14:08:25.605Z,"13km SSW of Trona, CA",earthquake,0.72,1.49,0.043,7,reviewed,ci,ci
2020-10-05T12:25:12.890Z,38.5125008,-122.581337,2.04,1.27,md,7,204,0.1568,0.07,nc,nc73466876,2020-10-05T14:12:03.885Z,"7km S of Calistoga, CA",earthquake,0.6,9.84,0.24,3,automatic,nc,nc
2020-10-05T12:19:06.721Z,38.1751,-117.81,5.8,1.8,ml,26,58.28,0.05,0.123,nn,nn00777200,2020-10-06T02:24:16.159Z,"35 km SE of Mina, Nevada",earthquake,,1.1,0.44,12,reviewed,nn,nn
2020-10-05T12:14:47.470Z,33.9405,-116.6313333,14.78,1.43,ml,48,38,0.04462,0.14,ci,ci39653040,2020-10-05T12:26:09.960Z,"9km WNW of Garnet, CA",earthquake,0.16,0.34,0.138,27,automatic,ci,ci
2020-10-05T12:10:24.090Z,38.281,-117.6385,9.9,0.9,ml,11,185.48,0.014,0.13,nn,nn00777198,2020-10-05T12:19:52.800Z,"42 km ESE of Mina, Nevada",earthquake,,13.5,,,automatic,nn,nn
2020-10-05T12:04:27.030Z,37.6048333,-118.8311667,5.24,0.34,md,5,179,0.01487,0.06,nc,nc73466871,2020-10-05T19:05:04.677Z,"14km ESE of Mammoth Lakes, CA",earthquake,0.81,1.88,0.104,5,reviewed,nc,nc
2020-10-05T12:00:46.606Z,63.448,-145.5612,12.5,1.6,ml,,,,0.52,ak,ak020ctm34mp,2020-10-05T12:08:11.730Z,"40 km N of Paxson, Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-10-05T11:59:53.720Z,17.9676,-66.7853,14,2.26,md,13,205,0.0942,0.18,pr,pr2020279007,2020-10-05T12:13:44.213Z,"4 km SE of Indios, Puerto Rico",earthquake,0.85,0.57,0.18,7,reviewed,pr,pr
2020-10-05T11:59:25.760Z,35.84033333,-97.365,6.83,1.09,ml,34,75,0.08548322528,0.18,ok,ok2020tovp,2020-10-06T18:57:21.067Z,"Oklahoma",earthquake,,0.4,0.29,4,reviewed,ok,ok
2020-10-05T11:58:15.771Z,63.4856,-145.4909,4.8,1.6,ml,,,,0.58,ak,ak020ctlu26j,2020-10-05T12:08:11.603Z,"44 km N of Paxson, Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-10-05T11:56:58.140Z,33.9411667,-116.6328333,16.65,1.72,ml,58,37,0.04593,0.21,ci,ci39653032,2020-10-05T12:00:39.986Z,"9km WNW of Garnet, CA",earthquake,0.22,0.63,0.16,26,automatic,ci,ci
2020-10-05T11:56:44.165Z,59.4116,-152.6547,75.1,1.9,ml,,,,0.38,ak,ak020ctltoy1,2020-10-05T12:01:30.183Z,"42 km W of Nanwalek, Alaska",earthquake,,0.6,,,automatic,ak,ak
2020-10-05T11:51:12.690Z,52.3338333333333,-173.984333333333,7.17,1.29,ml,8,279,,0.2,av,av91008463,2020-10-06T22:34:04.610Z,"21 km NE of Atka, Alaska",earthquake,0.74,0.83,0.363243378605539,8,reviewed,av,av
2020-10-05T11:37:59.160Z,19.2140007019043,-155.43733215332,33.9000015258789,2.32,ml,47,126,,0.109999999,hv,hv72167291,2020-10-05T11:43:29.740Z,"4 km ENE of Pāhala, Hawaii",earthquake,0.51,0.790000021,0.32,8,automatic,hv,hv
2020-10-05T11:32:02.540Z,19.3333333333333,-155.168666666667,5.82,2.46,ml,54,85,,0.12,hv,hv72167281,2020-10-06T02:35:31.270Z,"13 km SSE of Volcano, Hawaii",earthquake,0.29,0.47,0.168512729678751,30,reviewed,hv,hv
2020-10-05T11:23:25.980Z,35.6291667,-117.4113333,4.9,1.39,ml,20,129,0.05942,0.25,ci,ci39653024,2020-10-05T11:26:59.765Z,"15km S of Trona, CA",earthquake,0.56,0.92,0.137,20,automatic,ci,ci
2020-10-05T11:23:19.680Z,38.1628,-117.7872,7.5,1.1,ml,15,104.9,0.064,0.05,nn,nn00777194,2020-10-05T12:11:53.261Z,"37 km SE of Mina, Nevada",earthquake,,1.3,,,automatic,nn,nn
2020-10-05T11:23:06.082Z,65.4593,-145.001,1,1.9,ml,,,,0.8,ak,ak020ctlmjdc,2020-10-05T11:59:49.754Z,"15 km SW of Central, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-10-05T11:21:09.650Z,47.4326666666667,-121.805166666667,19.44,1.25,ml,25,101,0.007426,0.11,uw,uw61680272,2020-10-05T19:33:35.860Z,"3 km WSW of Wilderness Rim, Washington",earthquake,0.6,0.35,0.120927609319656,16,reviewed,uw,uw
2020-10-05T11:09:05.270Z,63.9617,-148.788,115.2,1.7,ml,,,,0.21,ak,ak020ctljja4,2020-10-05T11:26:35.955Z,"14 km NE of Healy, Alaska",earthquake,,0.7,,,automatic,ak,ak
2020-10-05T11:03:15.699Z,-21.8537,169.6045,10,4.7,mb,,97,1.51,0.93,us,us6000c5n9,2020-10-05T11:32:00.040Z,"southeast of the Loyalty Islands",earthquake,6.5,1.9,0.104,28,reviewed,us,us
2020-10-05T11:00:37.390Z,53.8646666666667,-166.781,5.89,0.28,ml,6,88,,0.15,av,av91129956,2020-10-05T18:19:00.140Z,"15 km W of Dutch Harbor, Alaska",earthquake,0.39,1.2,0.229701143478223,6,reviewed,av,av
2020-10-05T10:59:17.109Z,36.5235,-98.99266667,7.92,0.94,ml,29,106,0.04679081805,0.16,ok,ok2020totp,2020-10-06T14:40:13.364Z,"8 km NNE of Quinlan, Oklahoma",earthquake,,0.3,0.05,4,reviewed,ok,ok
2020-10-05T10:57:04.490Z,39.3563333,-123.2558333,5.2,1.15,md,13,109,0.06856,0.04,nc,nc73466856,2020-10-05T21:17:48.146Z,"10km SE of Willits, CA",earthquake,0.21,0.72,0.108,12,reviewed,nc,nc
2020-10-05T10:53:10.440Z,37.6328333,-119.0223333,1.46,0.7,md,9,83,0.005266,0.02,nc,nc73466851,2020-10-05T18:40:07.528Z,"4km W of Mammoth Lakes, CA",earthquake,0.49,0.77,0.318,7,reviewed,nc,nc
2020-10-05T10:52:24.710Z,37.5733333,-119.0443333,-0.44,0.43,md,5,311,0.03837,0.06,nc,nc73466846,2020-10-05T18:15:06.403Z,"9km SW of Mammoth Lakes, CA",earthquake,0.71,1.56,0.098,7,reviewed,nc,nc
2020-10-05T10:47:35.822Z,47.8385,-128.6302,10,4.4,mb,,173,2.736,1.06,us,us6000c5n5,2020-10-09T06:47:47.040Z,"248 km SW of Tofino, Canada",earthquake,10,2,0.156,15,reviewed,us,us
2020-10-05T10:38:58.482Z,-8.3101,-74.3924,158.54,4.4,mb,,108,1.767,0.85,us,us6000c5n6,2020-10-09T06:27:10.040Z,"18 km ENE of San Fernando, Peru",earthquake,9,11.2,0.12,20,reviewed,us,us
2020-10-05T10:17:40.420Z,46.1946666666667,-122.176333333333,4.54,0.18,ml,10,161,0.008436,0.14,uw,uw61680257,2020-10-05T18:20:38.740Z,"37 km NNE of Amboy, Washington",earthquake,0.5,0.77,0.0621202430462208,6,reviewed,uw,uw
2020-10-05T10:10:35.420Z,35.6505,-98.71433333,6,1.28,ml,26,83,0.02159576217,0.23,ok,ok2020torz,2020-10-06T16:12:36.468Z,"10 km SSE of Thomas, Oklahoma",earthquake,,0.6,0.15,4,reviewed,ok,ok
2020-10-05T10:05:24.000Z,35.64716667,-98.7105,6.23,1.46,ml,62,127,0.01799646848,0.23,ok,ok2020torv,2020-10-06T13:08:48.224Z,"11 km SSE of Thomas, Oklahoma",earthquake,,0.4,0.26,23,reviewed,ok,ok
2020-10-05T09:53:33.481Z,60.4161,-141.2987,19.8,1.5,ml,,,,0.19,ak,ak020ctkm5r8,2020-10-05T10:08:27.058Z,"130 km NW of Yakutat, Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-10-05T09:51:48.074Z,63.0516,-151.5724,2,1.9,ml,,,,0.86,ak,ak020ctklrgi,2020-10-05T09:58:05.551Z,"55 km S of Denali National Park, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-10-05T09:40:38.060Z,38.1238,-117.9922,9.7,0.5,ml,11,125.97,0.01,0.08,nn,nn00777192,2020-10-05T10:06:12.363Z,"31 km SSE of Mina, Nevada",earthquake,,7.7,,,automatic,nn,nn
2020-10-05T09:38:20.240Z,38.1127,-118.1067,2.4,1.1,ml,9,133.97,0.099,0.26,nn,nn00777190,2020-10-05T09:42:52.028Z,"30 km S of Mina, Nevada",earthquake,,3.9,,,automatic,nn,nn
2020-10-05T09:36:53.970Z,38.8273315,-122.7866669,1.09,0.56,md,8,114,0.01143,0.03,nc,nc73466821,2020-10-05T10:05:04.231Z,"6km W of Cobb, CA",earthquake,0.64,1.55,,1,automatic,nc,nc
2020-10-05T09:34:47.800Z,38.165,-118.0592,5.8,0.7,ml,12,151.59,0.014,0.06,nn,nn00777188,2020-10-05T09:39:32.397Z,"25 km S of Mina, Nevada",earthquake,,6.6,,,automatic,nn,nn
2020-10-05T09:32:34.210Z,36.1063333,-117.853,2.37,1.45,ml,18,58,0.01132,0.11,ci,ci39653008,2020-10-05T09:36:10.713Z,"11km NE of Coso Junction, CA",earthquake,0.26,0.18,0.287,23,automatic,ci,ci
2020-10-05T09:26:15.650Z,39.3596667,-123.2538333,5.7,1.1,md,17,110,0.07011,0.06,nc,nc73466816,2020-10-05T19:48:04.926Z,"10km ESE of Willits, CA",earthquake,0.2,0.57,0.138,11,reviewed,nc,nc
2020-10-05T09:22:19.700Z,39.3605003,-123.2588348,3.48,1.53,md,12,123,0.07322,0.02,nc,nc73466811,2020-10-05T10:50:05.531Z,"10km ESE of Willits, CA",earthquake,0.27,1.8,0.09,8,automatic,nc,nc
2020-10-05T09:18:28.040Z,44.37,-115.4508333,4.84,1.68,ml,8,94,0.257,0.16,mb,mb80466939,2020-10-05T23:26:30.000Z,"34 km NNE of Lowman, Idaho",earthquake,0.62,2.21,0.206,6,reviewed,mb,mb
2020-10-05T09:17:42.290Z,44.0355,-122.584666666667,4.63,0.8,ml,9,88,0.09385,0.24,uw,uw61680252,2020-10-05T17:23:10.190Z,"Oregon",earthquake,0.42,1.25,0.0724843715440675,4,reviewed,uw,uw
2020-10-05T09:17:15.720Z,35.978,-117.894,5.01,0.76,ml,16,132,0.02982,0.09,ci,ci39653000,2020-10-05T15:30:35.206Z,"5km NNE of Little Lake, CA",earthquake,0.17,0.35,0.231,11,reviewed,ci,ci
2020-10-05T09:05:06.257Z,63.4763,-147.626,9.4,1.6,ml,,,,0.64,ak,ak020ctkbtaf,2020-10-05T09:54:44.820Z,"66 km E of Cantwell, Alaska",earthquake,,0.5,,,automatic,ak,ak
2020-10-05T09:04:31.235Z,52.2107,158.8914,99.97,4.5,mb,,150,0.827,1.08,us,us6000c5mu,2020-10-05T10:07:47.040Z,"86 km SSE of Vilyuchinsk, Russia",earthquake,9.6,6.6,0.087,39,reviewed,us,us
2020-10-05T08:48:11.676Z,-54.5022,-132.9985,10,5.2,mb,,65,31.222,0.76,us,us6000c5ms,2020-10-05T09:06:51.040Z,"Pacific-Antarctic Ridge",earthquake,6.5,1.9,0.048,144,reviewed,us,us
2020-10-05T08:43:33.403Z,38.1469,-118.2636,7.1,1.7,ml,31,73.37,0.167,0.1341,nn,nn00777182,2020-10-06T02:24:13.093Z,"30 km SSW of Mina, Nevada",earthquake,,3,0.34,18,reviewed,nn,nn
2020-10-05T08:41:08.630Z,33.1725,-115.651,7.54,1.51,ml,23,63,0.02609,0.19,ci,ci39652992,2020-10-05T08:51:09.853Z,"14km WNW of Calipatria, CA",earthquake,0.42,0.71,0.228,27,automatic,ci,ci
2020-10-05T08:37:55.010Z,37.6073333,-118.8291667,5.84,0.55,md,17,173,0.01728,0.07,nc,nc73466796,2020-10-05T10:05:02.987Z,"14km ESE of Mammoth Lakes, CA",earthquake,0.53,0.51,0.09,14,reviewed,nc,nc
2020-10-05T08:35:33.070Z,38.161,-117.9077,8.9,0.5,ml,12,97.88,0.008,0.1,nn,nn00777181,2020-10-05T08:44:31.944Z,"30 km SE of Mina, Nevada",earthquake,,7.3,,,automatic,nn,nn
2020-10-05T08:32:36.980Z,19.2173328399658,-155.42366027832,31.0900001525879,1.89999998,md,32,150,,0.129999995,hv,hv72167076,2020-10-05T08:35:47.790Z,"5 km ENE of Pāhala, Hawaii",earthquake,0.76,0.959999979,1.89999998,4,automatic,hv,hv
2020-10-05T08:27:28.280Z,38.1868,-117.8322,10.1,0.9,ml,14,101.76,0.035,0.06,nn,nn00777179,2020-10-05T08:37:32.396Z,"33 km SE of Mina, Nevada",earthquake,,2.1,,,automatic,nn,nn
2020-10-05T08:25:32.860Z,64.6733,-149.212,0,1.9,ml,,,,0.69,ak,ak020ctjuq2d,2020-10-05T08:59:48.555Z,"9 km NNW of Four Mile Road, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-10-05T08:23:59.510Z,39.9607,-118.8747,13.4,1.3,ml,9,207.81,0.455,0.15,nn,nn00777178,2020-10-05T08:29:11.944Z,"41 km SW of Lovelock, Nevada",earthquake,,3.5,,,automatic,nn,nn
2020-10-05T08:22:28.940Z,33.9588333,-117.5593333,3.66,0.82,ml,12,100,0.04569,0.08,ci,ci39652984,2020-10-05T14:09:10.607Z,"3km NNW of Norco, CA",earthquake,0.25,0.24,0.204,19,reviewed,ci,ci
2020-10-05T08:15:38.390Z,39.331501,-123.1743317,15.58,1.64,md,12,148,0.03217,0.13,nc,nc73466791,2020-10-05T09:33:05.997Z,"8km NNE of Redwood Valley, CA",earthquake,0.44,0.47,0.17,10,automatic,nc,nc
2020-10-05T08:07:42.750Z,38.7866669,-122.7365036,2,0.64,md,8,86,0.02287,0.01,nc,nc73466786,2020-10-05T08:30:05.591Z,"2km ENE of The Geysers, CA",earthquake,0.4,1.95,0.07,2,automatic,nc,nc
2020-10-05T08:02:35.920Z,38.1292,-118.0152,1.9,0.5,ml,13,149.61,0.043,0.11,nn,nn00777175,2020-10-05T08:22:32.168Z,"30 km SSE of Mina, Nevada",earthquake,,12,,,automatic,nn,nn
2020-10-05T08:00:15.363Z,63.3211,-149.9997,0,1.9,ml,,,,0.93,ak,ak020ctjpbu5,2020-10-05T08:11:13.057Z,"53 km W of Cantwell, Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-10-05T07:59:34.456Z,60.696,-150.4067,54.5,0.8,ml,,,,0.43,ak,ak020ctjgkwq,2020-10-05T08:02:31.446Z,"26 km NE of Sterling, Alaska",earthquake,,1.6,,,automatic,ak,ak
2020-10-05T07:55:15.620Z,17.9253,-67.0706,11,1.96,ml,15,261,0.0514,0.12,pr,pr2020279005,2020-10-05T08:30:28.692Z,"6 km SSW of La Parguera, Puerto Rico",earthquake,0.6,0.34,0,0,reviewed,pr,pr
2020-10-05T07:51:41.340Z,17.9421,-67.0606,11,2.9,md,20,240,0.0319,0.08,pr,pr2020279004,2020-10-05T15:54:41.066Z,"3 km SSW of La Parguera, Puerto Rico",earthquake,0.6,0.26,0.3,13,reviewed,pr,pr
2020-10-05T07:48:26.836Z,39.1823,-119.6629,0,0.9,ml,9,98.89,0.051,0.1779,nn,nn00777248,2020-10-06T02:24:29.801Z,"8 km SW of Dayton, Nevada",earthquake,,0,0.43,4,reviewed,nn,nn
2020-10-05T07:47:31.790Z,44.3208333,-110.2756667,8.38,1.75,ml,15,172,0.0713,0.16,uu,uu60413137,2020-10-05T13:16:15.870Z,"76 km ESE of West Yellowstone, Montana",earthquake,1.07,0.81,0.158,2,reviewed,uu,uu
2020-10-05T07:46:55.930Z,35.6433333,-117.4385,7.64,1.66,ml,22,122,0.05991,0.18,ci,ci39652976,2020-10-05T07:53:12.238Z,"14km SSW of Searles Valley, CA",earthquake,0.42,0.85,0.16,25,automatic,ci,ci
2020-10-05T07:38:09.430Z,33.9618333,-117.5531667,3.19,1.27,ml,36,66,0.04323,0.16,ci,ci39652968,2020-10-05T14:09:24.918Z,"3km N of Norco, CA",earthquake,0.21,0.29,0.186,29,reviewed,ci,ci
2020-10-05T07:30:50.634Z,2.3354,124.7296,213.42,4.8,mb,,55,3.059,0.84,us,us6000c5m9,2020-10-05T07:53:36.040Z,"95 km N of Manado, Indonesia",earthquake,7.7,7.1,0.066,71,reviewed,us,us
2020-10-05T07:28:10.442Z,44.3085,-115.0618,10.39,2.3,ml,,64,0.333,0.49,us,us6000c5xf,2020-10-09T14:24:35.040Z,"14 km NW of Stanley, Idaho",earthquake,1.6,9.9,0.059,38,reviewed,us,us
2020-10-05T07:27:48.790Z,62.2032,-151.8301,103.1,1.5,ml,,,,0.17,ak,ak020ctj9r6n,2020-10-05T07:31:47.981Z,"32 km NW of Skwentna, Alaska",earthquake,,1.2,,,automatic,ak,ak
2020-10-05T07:25:12.110Z,38.1503,-117.9327,14.5,1,ml,17,81.71,0.012,0.13,nn,nn00777168,2020-10-05T07:28:52.909Z,"30 km SSE of Mina, Nevada",earthquake,,0.7,,,automatic,nn,nn
2020-10-05T07:23:54.510Z,39.3701668,-123.2024994,12.06,1.61,md,9,194,0.06543,0.04,nc,nc73466771,2020-10-05T08:16:05.503Z,"12km N of Redwood Valley, CA",earthquake,0.4,0.55,0.15,8,automatic,nc,nc
